model,accuracy,SW_precision,SW_recall,SW_f1-score,SW_support,SS_precision,SS_recall,SS_f1-score,SS_support,TW_precision,TW_recall,TW_f1-score,TW_support,TS_precision,TS_recall,TS_f1-score,TS_support
siamrs14_4c_ew64_25_0_best.h5,0.9230164964650432,0.9352595936794582,0.9732218359485107,0.9538631549866471,10643,0.8931025006870019,0.9863429438543247,0.9374098644361119,3295,0.9814090019569471,0.8526934075276297,0.912534634630495,12939,0.7743690165361183,0.9684353741496599,0.8605972675613589,3675
